,stateid,statename,cityid,cityname,suburbid,suburbname,geo_point
284,3,Qld,33360,Gladstone,30777,Curtis Island,"-23.6118269054323, 151.15111632766835"
285,3,Qld,36660,Southern Downs,30793,Dalcouth,"-28.66064157529455, 151.98926253875274"
286,3,Qld,35010,Moreton Bay,30819,Deception Bay,"-27.18266818674182, 153.0164352002844"
287,3,Qld,37010,Townsville,30824,Deeragun,"-19.250637019936256, 146.66854237059076"
288,3,Qld,35760,North Burnett,30827,Degilbo,"-25.47774529921728, 151.98263335078028"
289,3,Qld,33620,Gympie,30873,Downsfield,"-26.049659000179336, 152.7267805388968"
290,3,Qld,32270,"Central Highlands, Rockhampton, Woorabinda",30882,Duaringa,"-23.68437451804321, 149.67932349911757"
291,3,Qld,32080,Cairns,30932,East Russell,"-17.289597862761727, 145.96982749966293"
292,3,Qld,32080,Cairns,30941,Edge Hill,"-16.900688502589954, 145.74279282821115"
293,3,Qld,36630,South Burnett,31013,Fairdale,"-26.269385624966308, 151.7673981122239"
294,3,Qld,32250,Carpentaria,31035,Fielding,"-18.832501383826912, 141.29061045483465"
295,3,Qld,36660,Southern Downs,31053,Fleurbaix,"-28.52774402486582, 151.91533799747324"
296,3,Qld,36660,Southern Downs,31066,Forest Springs,"-27.993724554071342, 152.07696510874865"
297,3,Qld,32260,Cassowary Coast,31102,Garradunga,"-17.457471175739123, 146.00239122973255"
298,3,Qld,34880,Mareeba,31149,Glen Russell,"-16.92200089930695, 145.18374873022398"
299,3,Qld,33960,Ipswich,31191,Goolman,"-27.73624793743817, 152.76794317575082"
300,3,Qld,33960,Ipswich,31224,Grandchester,"-27.676130879152495, 152.45366019235257"
301,3,Qld,34880,Mareeba,31255,Groganville,"-16.400041978661328, 144.3623194315048"
302,3,Qld,31900,Burdekin,31257,Groper Creek,"-19.70154497788917, 147.56196500949065"
303,3,Qld,37310,Western Downs,31265,Guluguba,"-26.259475689095115, 150.09047300360234"
304,3,Qld,37010,Townsville,31312,Heatley,"-19.290335810779222, 146.7535535786558"
305,3,Qld,34860,Maranoa,31344,Hodgson,"-26.56024830020463, 148.6306031399969"
306,3,Qld,31900,Burdekin,31363,Horseshoe Lagoon,"-19.564749145439272, 147.14080257853573"
307,3,Qld,37010,Townsville,31378,Hyde Park (Qld),"-19.276897074457203, 146.79652947887692"
308,3,Qld,31000,Brisbane,31444,Jindalee (Qld),"-27.534470732750947, 152.93847131375315"
309,3,Qld,33620,"Gympie, Somerset, South Burnett",31448,Johnstown,"-26.41412011296729, 152.10812895404695"
310,3,Qld,35760,North Burnett,31484,Kapaldo,"-25.06598920500357, 151.14374222240374"
311,3,Qld,36580,Somerset,31527,Kilcoy,"-26.942193928414326, 152.56209495412222"
312,3,Qld,36630,South Burnett,31551,Kinleymore,"-26.17985484731581, 151.65102860382356"
313,3,Qld,34420,Kowanyama,31575,Kowanyama,"-15.319525236581379, 141.81057328352713"
314,3,Qld,36720,Sunshine Coast,31582,Kuluin,"-26.657728997938825, 153.056114245926"
315,3,Qld,35740,Noosa,31615,Lake Macdonald,"-26.39151682133277, 152.9369414995027"
316,3,Qld,37310,Western Downs,31633,Langlands,"-26.693999170055893, 150.9872011306573"
317,3,Qld,33620,Gympie,31635,Langshaw,"-26.29719011022154, 152.5817302270168"
318,3,Qld,33800,Hinchinbrook,31636,Lannercost,"-18.608465586720975, 145.96223269130508"
319,3,Qld,36510,Scenic Rim,31640,Laravale,"-28.089732957453467, 152.93622349304695"
320,3,Qld,32270,Central Highlands,31658,Lilyvale (Central Highlands - Qld),"-23.151161451840967, 148.43708063422014"
321,3,Qld,34590,Logan,31679,Logan Village,"-27.78498173502318, 153.1159712732804"
322,3,Qld,32270,Central Highlands,31727,Mackenzie (Central Highlands - Qld),"-23.12798361931109, 149.3922865529962"
323,3,Qld,33430,Gold Coast,31819,Miami,"-28.06813846166431, 153.43579500365448"
324,3,Qld,36910,Toowoomba,31823,Middle Ridge,"-27.607084066172014, 151.96690186828852"
325,3,Qld,36370,Rockhampton,31828,Midgee (Qld),"-23.499373441323463, 150.5780103130604"
326,3,Qld,31000,Brisbane,31847,Milton (Qld),"-27.46819642810233, 153.0048761384055"
327,3,Qld,36720,Sunshine Coast,31950,Mount Coolum,"-26.566528357485996, 153.083066048687"
328,3,Qld,35760,North Burnett,31955,Mount Debateable,"-25.632755660311965, 151.55671584177193"
329,3,Qld,34860,Maranoa,31972,Mount Hutton (Qld),"-25.910192228984943, 148.34231428710171"
330,3,Qld,33360,Gladstone,31990,Mount Maria,"-24.529976392249587, 151.82731783811224"
331,3,Qld,36910,Toowoomba,32040,Mountain Camp,"-27.20469867927413, 152.03784867824922"
332,3,Qld,37010,Townsville,32084,Murray,"-19.33267586681391, 146.79326971377967"
333,3,Qld,37010,Townsville,32097,Mysterton,"-19.287120608243463, 146.7936169555287"
334,3,Qld,31000,Brisbane,32137,Newstead (Qld),"-27.44820392393447, 153.04394010331092"
335,3,Qld,34590,Logan,32181,North Maclean,"-27.76705916998788, 152.9966236528367"
336,3,Qld,36660,Southern Downs,32222,Old Talgai,"-28.02232739101255, 151.72468332499648"
337,3,Qld,31000,Brisbane,32255,Pallara,"-27.6200122334125, 153.0066596542077"
338,3,Qld,33220,Fraser Coast,32307,Pialba,"-25.280389684459216, 152.83109851840243"
339,3,Qld,31820,Bundaberg,32379,Qunaba,"-24.829843605475887, 152.42718760885325"
340,3,Qld,35760,North Burnett,32419,Reids Creek,"-25.52342767558649, 151.5363408447227"
341,3,Qld,33360,Gladstone,32436,River Ranch,"-23.976521769167743, 151.1560124321048"
342,3,Qld,37310,Western Downs,32500,Rywung,"-26.719659970855655, 150.48250776378617"
343,3,Qld,32500,Cook,32549,Shelburne,"-12.043758757116661, 142.8241373495919"
344,3,Qld,37340,Whitsunday,32559,Shute Harbour,"-20.288949780775642, 148.78671727871247"
345,3,Qld,35600,Murweh,32584,Sommariva,"-26.409210149561275, 146.6972431930571"
346,3,Qld,33430,Gold Coast,32611,Southport (Qld),"-27.973674678010383, 153.40044867441958"
347,3,Qld,36660,Southern Downs,32626,Springdale (Qld),"-28.791777527124303, 151.60703771247148"
348,3,Qld,31000,Brisbane,32645,St Lucia,"-27.499140112464097, 153.003328269081"
349,3,Qld,31000,Brisbane,32650,Stafford Heights,"-27.397048251075777, 153.00847870034153"
350,3,Qld,32260,Cassowary Coast,32675,Stoters Hill,"-17.53670339181942, 145.97222599642208"
351,3,Qld,34800,McKinlay,32721,Taldora,"-19.848884834382662, 141.39240427242038"
352,3,Qld,36510,Scenic Rim,32733,Tamrookum,"-28.126700670110633, 152.9126454899826"
353,3,Qld,36630,South Burnett,32765,Teelah,"-26.77332509948319, 152.0986866279244"
354,3,Qld,37310,Western Downs,32793,The Gums,"-27.317172275621665, 150.22175310306707"
355,3,Qld,33220,"Fraser Coast, Gympie",32806,Theebine,"-25.93908947085979, 152.53621774172296"
356,3,Qld,37010,Townsville,32822,Thuringowa Central,"-19.31309369430837, 146.72816079298758"
357,3,Qld,34860,Maranoa,32833,Tingun,"-26.794801342529258, 148.88057043942723"
358,3,Qld,36820,Tablelands,32840,Tolga,"-17.191676969764597, 145.46496005874985"
359,3,Qld,36910,Toowoomba,32862,Torrington (Qld),"-27.542348832092127, 151.88787593592085"
360,3,Qld,32810,Douglas,32983,Wangetti,"-16.66973309764848, 145.55932851190332"
361,3,Qld,36630,South Burnett,33029,Wengenville,"-26.82096834542343, 151.6805771482368"
362,3,Qld,33620,Gympie,33068,Widgee,"-26.22031450031804, 152.40793189700443"
363,3,Qld,37340,Whitsunday,33083,Wilson Beach,"-20.470872223664276, 148.7263007745941"
364,3,Qld,34580,Lockyer Valley,33100,Winwill,"-27.60737169789417, 152.21044616056244"
365,3,Qld,37550,Woorabinda,33156,Woorabinda,"-24.13593583298653, 149.44616643504537"
366,3,Qld,36910,Toowoomba,33190,Wyreema,"-27.657209240074607, 151.84329221069083"
367,3,Qld,35010,Moreton Bay,33225,Yugar,"-27.34565519660247, 152.87175587369558"
368,4,SA,40430,Barunga West,40011,Alford,"-33.81679624406518, 137.84494821771838"
369,4,SA,42750,Kangaroo Island,40019,American River,"-35.78036515393326, 137.76987325262323"
370,4,SA,45120,Northern Areas,40025,Andrews,"-33.61767944695251, 138.63994009525538"
371,4,SA,48830,Yorke Peninsula,40043,Arthurton,"-34.23474677704981, 137.77685574475802"
372,4,SA,43790,Loxton Waikerie,40061,Bakara Well,"-34.5748320798446, 139.8470865816386"
373,4,SA,44210,Mid Murray,40086,Beaumonts,"-34.04514907585395, 139.67784179859106"
374,4,SA,41140,Clare and Gilbert Valleys,40097,Benbournie,"-33.808192483220466, 138.54826253361014"
375,4,SA,44210,Mid Murray,40124,Blanchetown,"-34.31682901358274, 139.52881903998576"
376,4,SA,45340,Onkaparinga,40249,Cherry Gardens,"-35.068861896734475, 138.65797198261498"
377,4,SA,40310,Barossa,40276,Cockatoo Valley,"-34.627718248708085, 138.83364824313037"
378,4,SA,47800,Coorong,40279,Colebatch,"-35.94737202228243, 139.74350513475403"
379,4,SA,46450,Port Pirie,40283,Collinsfield,"-33.60469161498394, 138.21652186978739"
380,4,SA,48130,Wakefield,40293,Condowie,"-33.78101462921129, 138.3202246966663"
381,4,SA,44340,Mitcham,40324,Craigburn Farm,"-35.04035783626623, 138.6049409773512"
382,4,SA,46090,Port Augusta,40351,Davenport (SA),"-32.471231880866135, 137.78988049516462"
383,4,SA,45290,Norwood Payneham and St Peters,40438,Firle,"-34.90457198745686, 138.65318766548586"
384,4,SA,49399,Unincorporated SA,40472,Gammon Ranges,"-30.798127998815943, 139.3067008901832"
385,4,SA,46670,Renmark Paringa,40543,Gurra Gurra,"-34.30073375151491, 140.64018811986378"
386,4,SA,41830,Flinders Ranges,40572,Hawker (SA),"-31.85646728077798, 138.47018001801194"
387,4,SA,45090,Naracoorte Lucindale,40683,Keppoch,"-36.72087059970698, 140.5338658725136"
388,4,SA,43650,Light,40698,Kingsford (SA),"-34.548551281739925, 138.78839769327132"
389,4,SA,47630,Tatiara,40706,Kongal,"-36.37615542172524, 140.46352184856607"
390,4,SA,40220,Alexandrina,40743,Lake Plains,"-35.36283260429154, 139.04338924684447"
391,4,SA,40700,Burnside,40764,Linden Park,"-34.94358030055015, 138.64727739081516"
392,4,SA,44060,Marion,40829,Marino,"-35.05063731847244, 138.51572302439246"
393,4,SA,43790,Loxton Waikerie,40832,Markaranka,"-34.02535366335443, 139.98217751902283"
394,4,SA,42250,Grant,40872,Mil-Lel,"-37.77321520172903, 140.8755537231908"
395,4,SA,40220,Alexandrina,40873,Milang,"-35.3829128244003, 138.96142454474955"
396,4,SA,48410,West Torrens,40875,Mile End South,"-34.93694808234224, 138.57393310177397"
397,4,SA,41960,Franklin Harbour,40880,Miltalie,"-33.47170580856275, 136.75758003565377"
398,4,SA,43080,Karoonda East Murray,40884,Mindarie (SA),"-34.76798702722168, 140.1524127431342"
399,4,SA,45040,Murray Bridge,40909,Monteith,"-35.172617431504364, 139.34062617933878"
400,4,SA,49399,Unincorporated SA,40950,Mount Ive,"-32.33460304111003, 136.31682495251258"
401,4,SA,49399,Unincorporated SA,40962,Mount Serle,"-30.147757504790807, 138.79417130327266"
402,4,SA,41750,Elliston,40965,Mount Wedge,"-33.36636033170832, 135.07609468639626"
403,4,SA,48750,Yankalilla,40998,Myponga Beach,"-35.38497617157035, 138.39101846031417"
404,4,SA,46510,Prospect,41003,Nailsworth,"-34.884360967539195, 138.60617001372017"
405,4,SA,48130,Wakefield,41009,Nantawarra,"-34.01188575505199, 138.21728862583194"
406,4,SA,45890,Port Adelaide Enfield,41024,New Port,"-34.845344733784785, 138.49582096729267"
407,4,SA,45890,Port Adelaide Enfield,41065,Oakden,"-34.852762247755614, 138.64334428649263"
408,4,SA,48340,Wattle Range,41137,Penola,"-37.394518188017955, 140.88301104396757"
409,4,SA,47490,Streaky Bay,41141,Perlubie,"-32.61083220454228, 134.347850890998"
410,4,SA,48830,Yorke Peninsula,41188,Port Arthur (SA),"-34.11474648565759, 138.08038651762067"
411,4,SA,47910,Tumby Bay,41205,Port Neill,"-34.06484375873597, 136.3173212563511"
412,4,SA,45040,Murray Bridge,41262,Riverglen,"-35.16930324332822, 139.30685967161114"
413,4,SA,41140,Clare and Gilbert Valleys,41362,Spring Gully (SA),"-33.91342246171723, 138.5865128898752"
414,4,SA,47700,Tea Tree Gully,41366,St Agnes (SA),"-34.83073671418664, 138.71082202885384"
415,4,SA,41140,Clare and Gilbert Valleys,41386,Stockport,"-34.329022115285646, 138.73667014606528"
416,4,SA,45400,Orroroo Carrieton,41521,Walloway,"-32.62365229523616, 138.5869793061495"
417,4,SA,43080,Karoonda East Murray,41524,Wanbi,"-34.78064877834588, 140.3042177462857"
418,4,SA,41140,Clare and Gilbert Valleys,41548,Watervale,"-33.96507786844707, 138.64946774910908"
419,4,SA,45120,Northern Areas,41565,West Bundaleer,"-33.30644691428368, 138.4941528831225"
420,4,SA,41010,Ceduna,41580,White Well Corner,"-31.856700953512867, 133.29320612011517"
421,4,SA,40220,Alexandrina,41613,Willyaroo,"-35.280943257790085, 138.91973092392078"
422,5,WA,51890,Collie,50013,Allanson,"-33.32612591952153, 116.08803485014484"
423,5,WA,54310,"Karratha, Port Hedland",50058,Balla Balla,"-20.69747458513606, 117.76681067327752"
424,5,WA,59370,York,50059,Balladong,"-31.92947255238973, 116.74455751713165"
425,5,WA,55320,Melville,50079,Bateman,"-32.055538023461715, 115.84738154075932"
426,5,WA,50080,Albany,50121,Big Grove,"-35.08461336341593, 117.88846956196949"
427,5,WA,51890,Collie,50198,Buckingham (WA),"-33.35339899130587, 116.34328111794245"
428,5,WA,51330,Canning,50246,Cannington,"-32.01613062582402, 115.93663644258994"
429,5,WA,57490,Rockingham,50329,Cooloongup,"-32.29463832249698, 115.77652929184096"
430,5,WA,52240,Cranbrook,50352,Cranbrook (WA),"-34.248819229974224, 117.48377226452997"
431,5,WA,52450,Cunderdin,50364,Cunderdin,"-31.65563564560093, 117.26529862462208"
432,5,WA,59370,York,50373,Daliak,"-31.87039442365233, 116.71710941486884"
433,5,WA,59170,Williams,50385,Dardadine,"-33.23268470540422, 116.77090282217877"
434,5,WA,50770,Boyup Brook,50412,Dinninup,"-33.741943439504226, 116.51377144339418"
435,5,WA,59030,Westonia,50479,Elachbutting,"-30.603827329843504, 118.61649166111178"
436,5,WA,53360,Exmouth,50498,Exmouth Gulf,"-22.609191913801794, 114.2478217863039"
437,5,WA,55110,Mandurah,50500,Falcon,"-32.58246517169848, 115.6614610297071"
438,5,WA,57280,Port Hedland,50505,Finucane,"-20.30158220968027, 118.56352461544847"
439,5,WA,51400,Capel,50515,Forrest Beach (WA),"-33.567133176402955, 115.4894329339394"
440,5,WA,52240,Cranbrook,50520,Frankland River,"-34.33890120873535, 116.96680250008292"
441,5,WA,54310,Karratha,50528,Gap Ridge,"-20.73786776921808, 116.78857156594412"
442,5,WA,57770,Shark Bay,50546,Gilroyd,"-25.906275087713247, 115.18306513301778"
443,5,WA,57910,Stirling,50556,Glendalough,"-31.919880440321123, 115.81951749315914"
444,5,WA,53920,Halls Creek,50602,Halls Creek (WA),"-18.224474201535184, 127.67320264128287"
445,5,WA,50840,Bridgetown-Greenbushes,50630,Hester,"-33.902348566222976, 116.16106535885096"
446,5,WA,58570,Vincent,50635,Highgate (WA),"-31.93989916665261, 115.87027657247432"
447,5,WA,56790,Northampton,50655,Horrocks,"-28.37780638078548, 114.42961644280662"
448,5,WA,51610,Chapman Valley,50658,Howatharra,"-28.536789653999833, 114.64442584148155"
449,5,WA,57910,Stirling,50670,Innaloo,"-31.892755732390125, 115.7956454602377"
450,5,WA,56730,Northam,50672,Irishtown (WA),"-31.59802040429092, 116.64941599719145"
451,5,WA,58610,Wagin,50680,Jaloran,"-33.17313728680294, 117.4257519729519"
452,5,WA,54550,Kojonup,50698,Jingalup,"-33.9809307042787, 117.04352253927225"
453,5,WA,55950,Mukinbudin,50729,Karloning,"-30.632971862719707, 118.17160845234358"
454,5,WA,50080,Albany,50761,King River,"-34.933745540833655, 117.9076648698237"
455,5,WA,59100,Wickepin,50767,Kirk Rock,"-32.653049694648956, 117.76510143901552"
456,5,WA,55390,Menzies,50777,Kookynie,"-29.637334427116226, 122.10240989203535"
457,5,WA,56860,Nungarin,50804,Kwelkan,"-31.13883851952832, 118.025150297399"
458,5,"NT, WA",53920,"Halls Creek, Victoria Daly, Wyndham-East Kimberley",50809,Lake Argyle,"-16.48475242391121, 128.68580780859244"
459,5,WA,54280,Kalgoorlie-Boulder,50829,Lamington (WA),"-30.73446358138955, 121.46160256045145"
460,5,WA,53780,Gosnells,50833,Langford,"-32.04087142186205, 115.94161529400083"
461,5,WA,54550,Kojonup,50868,Lumeah (WA),"-34.00562751457113, 117.25876372146737"
462,5,WA,51330,Canning,50871,Lynwood (WA),"-32.04013400469782, 115.9288585516194"
463,5,WA,51540,Carnarvon,50914,Massey Bay,"-24.90403332300568, 113.67746567385407"
464,5,WA,55250,Meekatharra,50926,Meekatharra,"-26.4455947090537, 118.71175338608552"
465,5,WA,50080,Albany,50942,Mettler,"-34.60226748101978, 118.59050373354097"
466,5,WA,52520,Dalwallinu,50943,Miamoon,"-30.158908706697073, 116.45422752007524"
467,5,WA,51680,Chittering,50983,Mooliabeenee,"-31.298116465547768, 116.06976562820141"
468,5,WA,58330,Toodyay,50992,Morangup,"-31.640371204771476, 116.32808235501464"
469,5,WA,57350,Quairading,51035,Mount Stirling,"-31.87314800057859, 117.51900946381635"
470,5,WA,53010,Dumbleyung,51072,Nairibin,"-33.33328535270151, 117.93068075988282"
471,5,WA,51610,Chapman Valley,51090,Narra Tarra,"-28.652599957534612, 114.75711583897761"
472,5,WA,53220,East Pilbara,51111,Newman,"-22.939218636770207, 119.89899153147977"
473,5,WA,56230,Murray,51156,North Yunderup,"-32.5739214277376, 115.79203539150679"
474,5,WA,54830,Kwinana,51189,Orelia,"-32.23324267123218, 115.82332959742651"
475,5,WA,54830,Kwinana,51210,Parmelia,"-32.246494548573445, 115.82779840447797"
476,5,WA,55810,Mount Magnet,51216,Paynesville (WA),"-27.99531355127435, 118.30812176927489"
477,5,WA,56300,Nannup,51221,Peerabeelup,"-34.32285597533551, 115.78430949756566"
478,5,WA,51330,Canning,51271,Queens Park (WA),"-32.00323279463301, 115.94607397632636"
479,5,WA,50210,Armadale,51308,Roleystone,"-32.12399754438028, 116.08095001127616"
480,5,WA,53710,Goomalling,51311,Rossmore (WA),"-31.406211053479204, 116.76382986755321"
481,5,WA,53800,Greater Geraldton,51325,Sandsprings,"-28.810223912739232, 114.944071796114"
482,5,WA,55460,Merredin,51364,South Burracoppin,"-31.580262830886674, 118.61294089600332"
483,5,WA,51820,Cockburn,51377,South Lake,"-32.10728390105742, 115.84061166207422"
484,5,WA,53800,Greater Geraldton,51410,Strathalbyn (WA),"-28.75177145388363, 114.64569314226095"
485,5,WA,50560,Beverley,51425,Talbot West,"-32.12697239766697, 116.68885433420343"
486,5,WA,58190,Tammin,51431,Tammin,"-31.64153175439226, 117.48630073701953"
487,5,WA,53800,Greater Geraldton,51436,Tarcoola Beach,"-28.80987521544054, 114.62231560879745"
488,5,WA,53220,East Pilbara,51440,Telfer,"-21.20867350846969, 123.260599256156"
489,5,WA,50080,Albany,51509,Walmsley,"-34.97387275923146, 117.90305799237832"
490,5,WA,50840,Bridgetown-Greenbushes,51520,Wandillup,"-34.04475189745694, 116.05480790222971"
491,5,WA,53290,Esperance,51567,West Beach (WA),"-33.880704194301146, 121.84439478761183"
492,5,WA,53800,Greater Geraldton,51571,West Casuarinas,"-28.860292686348846, 115.26171013277205"
493,5,WA,56730,Northam,51648,Woottating,"-31.868004283830604, 116.4435006285787"
494,5,WA,58760,Wanneroo,51667,Yanchep,"-31.525452523064693, 115.73813617162432"
495,5,WA,58540,Victoria Plains,51673,Yarawindah,"-31.106340304517268, 116.23944175641529"
496,5,WA,52590,Dandaragan,51677,Yathroo,"-30.832027851402092, 115.77501720068234"
497,6,Tas,63210,Kentish,60032,Barrington (Tas.),"-41.3321505611193, 146.27857148151804"
498,6,Tas,62010,Flinders,60056,Blue Rocks,"-40.04068310399114, 147.95073210192558"
499,6,Tas,61810,Dorset,60068,Branxholm,"-41.174670785112994, 147.7477728297121"
500,6,Tas,62610,Glenorchy,60110,Chigwell,"-42.80754590811694, 147.23389915975787"
501,6,Tas,61210,Circular Head,60111,Christmas Hills (Tas.),"-40.963905845272755, 144.9821773782691"
502,6,Tas,64610,Northern Midlands,60155,Devon Hills,"-41.55083424101284, 147.1836017546678"
503,6,Tas,64010,Launceston,60177,East Launceston,"-41.439331228099995, 147.1504735560532"
504,6,Tas,61210,Circular Head,60180,Edgcumbe Beach,"-40.86744058797346, 145.41336407079854"
505,6,Tas,63410,King Island,60182,Egg Lagoon,"-39.66000575731595, 144.01572693258643"
506,6,Tas,60810,"Central Coast, Devonport",60211,Forth,"-41.2030416577422, 146.2373004377033"
507,6,Tas,62210,George Town,60225,George Town,"-41.09103564698387, 146.9010390311122"
508,6,Tas,61410,Clarence,60246,Grasstree Hill,"-42.78364029128399, 147.36643999746653"
509,6,Tas,64010,Launceston,60324,Lebrina,"-41.16413466598356, 147.2261776263292"
510,6,Tas,61810,"Dorset, Launceston",60341,Lilydale (Tas.),"-41.246219592226765, 147.2345100479077"
511,6,Tas,63410,King Island,60354,Loorana,"-39.859433831717816, 143.9318385272001"
512,6,Tas,63210,Kentish,60359,Lower Beulah,"-41.467786692706696, 146.41052835014528"
513,6,Tas,61510,Derwent Valley,60377,Macquarie Plains,"-42.71251653630743, 146.91705768694035"
514,6,Tas,64210,Meander Valley,60388,Mayberry,"-41.5667554372247, 146.28784803024635"
